DataSet,Class1,Class2,F1,F2,L1,L2,L3
D31,7,8,65.98169460411499,0.12190468241795283,0.10715650312611696,0.0,0.0
D31,7,9,10.325660318236439,0.03504490889686919,0.37620543882331076,0.005,0.0
D31,8,10,6.848845510654112,0.045288238725034236,0.45287759401876093,0.025,0.0105
D31,8,11,91.41144698180028,0.20099845378787154,0.09641373892733583,0.0,0.0
D31,8,12,113.347548077304,-0.004903532308570319,0.11528067130081811,0.0,0.0
D31,8,13,74.77113417977336,-0.17249417495939917,0.1619223308925242,0.0,0.0
D31,8,14,12.39333883714803,0.009738509665711272,0.29757035263411646,0.005,0.003
D31,8,15,34.92396997851218,-0.14446892162712055,0.20172207953045962,0.0,0.0
D31,8,16,22.354278148611545,0.0012323162809414771,0.19085364687093478,0.0,0.0
D31,8,17,16.12594924810847,-0.01715966279970462,0.27385964443620103,0.0,0.0
D31,8,18,138.34577242279488,-0.2978811133181038,0.11231995982846148,0.0,0.0
D31,8,19,94.33923045359671,-0.04829924334920857,0.12158355334548958,0.0,0.0
D31,8,20,75.48027997595858,0.1714637748374384,0.10082415556961828,0.0,0.0
D31,8,21,22.049810282631697,-0.054401961388059236,0.24875513700175517,0.0,0.0
D31,8,22,50.558713905522765,-0.262047214896706,0.18680835768532117,0.0,0.0
D31,8,23,86.93649533384333,0.14369483413715137,0.09596471137822724,0.0,0.0
D31,8,24,142.90667245393942,-0.0742397348296878,0.099971486243527,0.0,0.0
D31,8,25,145.2143002187498,0.1916148146095966,0.08888207686461762,0.0,0.0
D31,8,26,62.54432236836106,-0.08688548065161678,0.15530990896897856,0.0,0.0
D31,8,27,62.12006091821265,0.11603075248425793,0.10982365234024424,0.0,0.0
D31,8,28,25.970287207437455,0.009467320997513304,0.1946873168597955,0.0,0.0
D31,8,29,8.874982064294755,0.01763590358114725,0.37726779121121146,0.005,0.001
D31,8,30,66.81052185908304,0.17985876277153176,0.09926720386339455,0.0,0.0
D31,8,31,54.95055523609016,-0.13088571640612864,0.16305551107850796,0.0,0.0
D31,8,9,45.64935108437855,-0.0024546671797302856,0.14587090032845715,0.0,0.0
D31,9,10,30.250532518857188,0.02540229620949269,0.16206826285379816,0.0,0.0
D31,9,11,299.6400986530822,0.09135137761064523,0.08312399732131084,0.0,0.0
D31,9,12,108.68059536296253,0.18371885872103028,0.08775856634411222,0.0,0.0
D31,9,13,260.9133476809708,-0.10776167056991753,0.08784021305909853,0.0,0.0
D31,9,14,107.64583603855954,-0.16657892943833316,0.12201805605750088,0.0,0.0
D31,9,15,36.738386525265774,-0.07107241883115138,0.17606635686927338,0.0,0.0
D31,9,16,121.7674310831919,0.2243052843412948,0.08201546899298463,0.0,0.0
D31,9,17,128.21396141547655,0.14623756147996445,0.09787895208373174,0.0,0.0
D31,9,18,80.71962616511644,0.17104096486863285,0.09883063090493335,0.0,0.0
D31,9,19,303.1967190604488,0.1870353615527989,0.07402890004278007,0.0,0.0
D31,9,20,140.64243041196127,-0.18783054504774865,0.1151981727273437,0.0,0.0
D31,9,21,83.83389532421884,0.06432802656451038,0.12537631797878732,0.0,0.0
D31,9,22,14.458431464669673,0.07786094140904959,0.36126800937288295,0.01,0.0055
D31,9,23,42.0608949042409,-0.11854386220989631,0.23262518402715274,0.0,0.0
D31,9,24,82.47274578428969,0.02298855005108749,0.12373795081511858,0.0,0.0
D31,9,25,391.11266993046837,-0.010424986350078871,0.07628090319207846,0.0,0.0
D31,9,26,84.05973160898368,0.021448200288314807,0.10593753983278693,0.0,0.0
D31,9,27,206.55675831335572,0.013124519122274652,0.08857768699002826,0.0,0.0
D31,9,28,60.79767377003664,-0.10105775728929904,0.16449312305140062,0.0,0.0
D31,9,29,14.234101166327038,-0.025510129608894316,0.25914056717885336,0.0,0.0
D31,9,30,237.35394028886495,0.3653026330787643,0.06484085723232445,0.0,0.0
